"Name","Count"
"FAMILIAS do SOBRADO\portas","23"
"Libraries\US Metric\Electrical\MEP\Electric Power\Distribution","23"
"MESAS E CADEIRAS\cadeiras 2","23"
"Familias de Hidraulica\Familias Tigre\Drenagem Predial\Aquapluv Style","23"
"Framing estrutural\Concreto pré-moldado","23"
"FAMILIAS do SOBRADO\Elétrica\MEP\Alimentação elétrica\Distribuição","23"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\084300-Storefronts","23"
"FAMILIAS do SOBRADO\Elétrica\MEP\Alimentação elétrica\Terminais","23"
"Libraries\US Metric\Electrical\MEP\Electric Power\Terminals","23"
"Instalações\Equipamento elétrico\Elétrica\MEP\Informação e comunicação\Comunicação","23"
"Instalações\Equipamento elétrico\Elétrica\MEP\Alimentação elétrica\Terminais","23"
"FAMILIAS do SOBRADO\Elétrica\MEP\Informação e comunicação\Comunicação","23"
"Libraries\US Metric\Electrical\MEP\Information and Communication\Communication","23"
"Imperial Library\Imperial Library\Detail Components\Div 03-Concrete\034100-Precast Structural Concrete","23"
"PERFIL\Perfis\Estrutura\Aço","23"
"Fundações","23"
"Escola","23"
"Mobiliário\ESTAR","23"
"Itens de detalhe\Concreto\Concreto pré-moldado\Fábrica-Concreto estrutural pré-moldado","23"
"FABRICANTES\Fortlev\conexoes\agua-fria","23"
"Puxadores","23"
"ESTRUTURAS\Alvenaria Estrutural","23"
"Imperial Library\Detail Components\Div 08-Openings\084300-Storefronts","23"
"Libraries\Brazil\Elétrica\MEP\Alimentação elétrica\Terminais","23"
"Portas e janelas\Puxadores","23"
"Libraries\Brazil\Elétrica\MEP\Informação e comunicação\Comunicação","23"
"Piscina","23"
"Imperial Library\Detail Components\Div 03-Concrete\034100-Precast Structural Concrete","23"
"Libraries\Brazil\Esqueleto estrutural\Concreto pré-moldado","23"
"Estrutural\Alvenaria Estrutural","23"
"Itens de detalhe\Portas e janelas\Ent e vitrine\Vitrine metal","23"
"WC-COZinha\COZINHA ARMARIOS MIELE","23"
"Elementos de Arquitetura\Cortina de vidro\Painel Cortina de Parede","23"
"Cozinha\Armario","22"
"Libraries\Brazil\Janelas","22"
"Painéis","22"
"Lazer","22"
"Variados\BIBLIOTECA BLOCKS REVIT\EQUIPAM. EXTERIOR\FOUNTAIN-PLANTS-JUEGOS","22"
"Estrutural\Colunas","22"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Janelas","22"
"Libraries\Brazil\Tubulação\Acessórios","22"
"FAMILIAS do SOBRADO\Vigas estruturais\Aço\Específico do Brasil","22"
"Framing estrutural\Aço\Específico do Brasil","22"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\085200-Wood Windows","22"
"Escada e Elevador\ESCADAS e elevadores","22"
"Libraries\Brazil\Esqueleto estrutural\Aço\Específico do Brasil","22"
"Mobiliário\Cadeiras","22"
"Libraries\Brazil\Perfis\Estrutura\Aço","22"
"MUEBLES ARTEFACTOS Y OTROS COCINA\MUEBLES COCINA","22"
"Libraries\Brazil\Mecânica\MEP\Conectores","22"
"DORMIT.OFIC.BIBLIOTECA\OFICINA","22"
"Meios de transportes\Logística","22"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08500-Windows\08550-Wood Windows","22"
"Veículos\Veículos - Aeronaves","22"
"Imperial Library\Detail Components\Div 08-Openings\085200-Wood Windows","22"
"Libraries\US Metric\Structural Framing\Precast Concrete","22"
"Cozinha\Bancada - Ajustadas","22"
"Libraries\US Metric\Windows","22"
"Libraries\US Metric\Mechanical\MEP\Connectors","22"
"Terreno\Estacionamento","22"
"Educación","22"
"INTERIORES\INSTRUMENTOS MUSICAIS","22"
"Vigas\Aço\Específico do Brasil","22"
"Janelas\JANELAS","22"
"Instalações\EQUIPAMENTOS ELÉTRICOS","22"
"Mecânica\MEP\Conectores","22"
"Equipamentos\Industriais e Comerciais","22"
"Pia","22"
"Itens de detalhe\Portas e janelas\Janelas\Janelas de madeira","22"
"Telhado\Telhados","22"
"Variados\BIBLIOTECA BLOCKS REVIT\DORMIT.OFIC.BIBLIOTECA\CAMAS-GUARDAROPAS-EQUIP","22"
"Mobiliário\COZINHA\Conjuntos","21"
"Libraries\US Metric\Detail Items\Div 03-Concrete\03300-Cast-in-Place Concrete\03310-Structural Concrete","21"
"Sprinklers\Incendio\New Revit 2012 Models\VGS","21"
"Imperial Library\Detail Components\Div 07-Thermal and Moisture Protection\076200-Sheet Metal Flashing and Trim","21"
"Libraries\US Metric\Conduit\Fittings\RMC","21"
"Mobiliário\Cadeiras\BANQUETAS","21"
"Elementos de Construção\Perfis\Sancas","21"
"TEL_IMPRESSORA_FAX\Tel_Impressoras_Fax","21"
"Mobiliário\CADEIRA JANTAR\HERMAN MILLER E STEELCASE","21"
"Metric Library\Casework\Domestic Bathroom","21"
"Imperial Library\Imperial Library\Detail Components\Div 03-Concrete\033100-Structural Concrete","21"
"Arquitetura\05 - Equipamentos\Aparelhos de Ginástica","21"
"Libraries\US Metric\Duct\Fittings\Round\Tees","21"
"Imperial Library\Imperial Library\Detail Components\Div 07-Thermal and Moisture Protection\076200-Sheet Metal Flashing and Trim","21"
"Metric Library\Annotations\Electrical Symbols\Auxillary & Low Voltage Systems","21"
"Escada e Elevador\Escada Marinheiro","21"
"Imperial Library\Detail Components\Div 03-Concrete\033100-Structural Concrete","21"
"MOVEIS\Móveis","21"
"Imperial Library\Imperial Library\Windows","21"
"FABRICANTES\Herman Miller Collection\Passage Desking System\1 Work Surfaces","21"
"Instalações\PROTEÇÃO CONTRA INCÊNDIO","21"
"Instalações\EQUIPAMENTOS ESPECIAIS\Bombas de Gasolina","21"
"Arquitetura\10 - Elementos de Construção\Perfis\Sancas","21"
"Itens de detalhe\Concreto\Concreto concretado no local\Concreto estrutural","21"
"QUARTO\Móveis","21"
"COMPUTADORES - ACESSÓRIOS","21"
"Janelas\Ventanas","21"
"Banheiro\C) BAÑERAS","21"
"Veículos\Veículos - Barcos","21"
"Anotaciones\Etiquetas","21"
"Sala\Telefone","21"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Painel cortina por padrão","21"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Redondo\Ts","21"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\RMC","21"
"Framing\Steel","21"
"Instalações\DISPOSITIVOS DE SEGURANÇA\Câmeras","21"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Conexões hidráulicas","21"
"MUEBLES ARTEFACTOS Y OTROS COCINA","21"
"HABITACÃO\03. DORMITORIO\B) ARMARIOS","21"
"Obra ou Construção","21"
"ESTRUTURAS\Estruturas Metálicas\Pilares Metálicos","21"
"Imperial Library\Windows","21"
"Libraries\Brazil\Duto\Conexões\Redondo\Ts","21"
"Libraries\Brazil\Conduíte\Conexões\RMC","21"
"Servicios Sanitarios\Ducha y baño","21"
"Elementos de Arquitetura\PAINÉIS CORTINAS","20"
"Hidráulico\Familias Tigre\PEX","20"
"Portas e janelas\portas\MAÇANETA","20"
"TOILET","20"
"Mecânica\MEP\Componentes secundários de ar\Bombas de calor","20"
"Mobiliário\Cadeiras\POLTRONAS","20"
"Portas e janelas\portas\Aberturas","20"
"Hidráulico\Chuveiro","20"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cubas\Cubas de sobrepor","20"
"Pilares estruturais\Aço","20"
"FAMILIAS do SOBRADO\Sofas","20"
"Arquitetura\02 - Cozinha\Louças e Utensílios","20"
"PERFIL\Perfis\Estrutural","20"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Anotações\Arquitetura","20"
"Sala\CORTINAS","20"
"Mobiliário\mobiliario","20"
"MESAS E CADEIRAS\cadeira 3","20"
"MESAS E CADEIRAS\Escolar","20"
"Mesas\Bar","20"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Polo","20"
"Tubulação\Conexões\Cobre NB\Soldado","20"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Targa","20"
"Itens de detalhe\Proteção térmica e umidade\Chapa e folha de metal\Chapas pré-fabricadas","20"
"Vegetação\PAISAGISMO","20"
"Libraries\Brazil\Tubulação\Conexões\Cobre NB\Soldado","20"
"Vigas\Pre-Moldada","20"
"Instalações\Equipamento elétrico\Elétrica\MEP\Informação e comunicação\Alarme de incêndio","20"
"Instalações\Equipamento elétrico\Elétrica\Arquitetura\Iluminação\Luminarias\Externo\Postes","20"
"Cozinha\H) HUMOS","19"
"Portas e janelas\portas\Enrolar","19"
"Libraries\Brazil\Massa","19"
"Banheiro\Torneiras","19"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de água\Resfriadores","19"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Ares condicionados","19"
"revit down","19"
"Branches_etc","19"
"Tanques","19"
"Mobiliário\Camas e Berços","19"
"Libraries\Brazil\Painel cortina por padrão","19"
"Instalações\Incêndio\PROTEÇÃO CONTRA INCÊNDIO","19"
"Libraries\Brazil\Iluminação\Arquitetura\Interno\Específico do Brasil","19"
"Arquitetura\00 - Esquadrias\Maçanetas e Trincos","19"
"Libraries\Brazil\Elétrica\MEP\Alimentação elétrica\Distribuição","19"
"Framing\Precast Concrete","19"
"Banheiro\Bancadas","19"
"Símbolos Gráficos\Folhas e Carimbos","19"
"Portas e janelas\portas\Aluminio","19"
"FAMILIAS do SOBRADO\portas\Residencial","19"
"Banheiro\Box e Sauna","19"
"Jantar","19"
"FAMILIAS do SOBRADO\camas","19"
"Vegetação\Vegetação\VEGETACAO","19"
"Libraries\Brazil\Anotações\Arquitetura","19"
"Libraries\US Metric\Annotations\Architectural","19"
"Variados\BIBLIOTECA BLOCKS REVIT\ELECTRICIDAD-ARTEF\LAMPARAS EXTERIOR","19"
"Outdoors","19"
"Portas e janelas\Aluminio","19"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Izy","19"
"Meios de transportes\Ciclovia","19"
"LIXOS\Lixos","19"
"Portas e janelas\portas\Residencial","19"
"Recepção e espera","19"
"QUARTO\C) ESTANTERIAS","19"
"Esquadrias\Janelas\Folhas","19"
"Libraries\US Metric\Mass","19"
"Iluminação\Arquitetura\Interno\Específico do Brasil","19"
"QUARTO\B) ARMARIOS","19"
"PLAY GROUD","19"
"Libraries\US Metric\Curtain Panel By Pattern","19"
"Portas e janelas\portas\Simples","19"
"Tomadas e interruptores","18"
"TRANSPORTE\Aeronaves","18"
"Componente de Detalhe\Div 03-Concreto\03300-Concreto concretado no local\03310-Concreto estrutural","18"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 03-Concreto\03300-Concreto concretado no local\03310-Concreto estrutural","18"
"Hidráulico\Caixa Dágua","18"
"Imperial Library\Imperial Library\Curtain Panel By Pattern","18"
"Aeronaves","18"
"FAMILIAS do SOBRADO\Vigas estruturais\Concreto  moldado in loco","18"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Cobre NB\Soldado","18"
"Libraries\Brazil\Conduíte\Conexões\EMT","18"
"Paisagismo\Render","18"
"Hidráulico\Familias Tigre\Roscavel","18"
"FAMILIAS do SOBRADO\Pilares estruturais\Aço\Específico do Brasil","18"
"Banheiro\Componentes de Detalhe","18"
"Tubulação\Conexões\NB PPR\Passagem","18"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Acessórios","18"
"Mecânica\MEP\Componentes gerais\Condensadores","18"
"Arquitetura\10 - Elementos de Construção\Colunas","18"
"Terreno\Serviços públicos","18"
"MESAS E CADEIRAS\cadeira 4","18"
"Libraries\US Metric\Conduit\Fittings\EMT","18"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cubas\Cubas de sobrepor","18"
"Variados\BIBLIOTECA BLOCKS REVIT\EQUIPAM. EXTERIOR\TOLDOS-SILLAS-BARBECUE","18"
"Libraries\Brazil\Tubulação\Conexões\NB PPR\Passagem","18"
"Metric Library\Annotations\Heating Symbols\Contols","18"
"Asientos","18"
"Detail Components\Architectural","18"
"Bradley-Washroom_Accessories","18"
"Libraries\Brazil\Pilares estruturais\Aço\Específico do Brasil","18"
"FABRICANTES\Herman Miller Collection\2 Desks and Tables\2 Tables","18"
"Pilares estruturais\Aço\Específico do Brasil","18"
"Elementos de Construção\Guarda-Corpos","18"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Link","18"
"Itens de detalhe\Metais\Estrutural\Aço","18"
"Libraries\Brazil\Itens de detalhe\Div 05-Metais\Estrutural\Aço","18"
"Libraries\US Metric\Mechanical\MEP\Air-Side Components\Air Conditioners","18"
"Bebedouro","18"
"Mobiliário\ESCRITÓRIO\Escolar","18"
"Arquitetura\04 - Mobiliário\Mesas\Mesas de Escritório","18"
"Mobiliário\ESCOLAR","18"
"Imperial Library\Curtain Panel By Pattern","18"
"Libraries\Brazil\Mecânica\MEP\Componentes gerais\Condensadores","18"
"Janelas\Janelas BIM Sasazaki","17"
"Portas e janelas\portas\BIM CS 86-HI\BE_Reynaers_CS 86-HI-Fu","17"
"Portas e janelas\BIM CS 86-HI\NL_Reynaers_CS 86-HI-Fu","17"
"Portas e janelas\BIM CS 86-HI\BE_Reynaers_CS 86-HI-Fu","17"
"Janelas\Correr","17"
"Elementos de Arquitetura\Cortina de vidro\Curtain Panel By Pattern","17"
"Portas e janelas\BIM CS 86-HI\UK_Reynaers_CS 86-HI-Fu","17"
"PARQUINHOS\Parquinhos","17"
"Hidráulico\Banheiras","17"
"Arquitetura\01 - Banheiro\Lavatórios e Bancadas","17"
"Libraries\US Metric\Structural Columns\Steel","17"
"Hidráulico\Familias Tigre\Serie Reforcada","17"
"Arquitetura\05 - Equipamentos\Televisores","17"
"Treliças","17"
"Componente de Detalhe\Div 03-Concreto\03400-Concreto pré-mold\03410-Fábrica-Conc est pré-mold","17"
"FABRICANTES\Docol\Banheiro\Chuveiros\Parede","17"
"Tubulações\Esgoto\Ralos","17"
"Libraries\US Metric\Fire Protection\Sprinklers","17"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Cubo","17"
"Combination_Unit-Bradley_Corp-591","17"
"Libraries\Brazil\Proteção contra incêndio\Sprinklers","17"
"Libraries\Brazil\Pilares estruturais\Aço","17"
"Lavatorio\lavatorios","17"
"Cozinha\F) FUEGOS","17"
"Arquitetura\09 - Área Externa\Diversos","17"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\PPR NB\Passagem","17"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Terreno\Serviços públicos","17"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Massa","17"
"FAMILIAS do SOBRADO\Pilares estruturais\Aço","17"
"Secadores","17"
"Portas e janelas\portas\BIM CS 86-HI\NL_Reynaers_CS 86-HI-Fu","17"
"FAMILIAS do SOBRADO\Proteção contra incêndio\Sprinklers","17"
"ELECTRICIDAD-ARTEF\LAMPARAS EXTERIOR","17"
"Cozinha\Bancada - Ajustadas\Bancada","17"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 03-Concreto\03400-Concreto pré-mold\03410-Fábrica-Conc est pré-mold","17"
"Portas e janelas\portas\BIM CS 86-HI\UK_Reynaers_CS 86-HI-Fu","17"
"Obra ou Construção\obras\ENTORNO","17"
"SIGNAGE","17"
"Interiores - Banheiras","16"
"Portas e janelas\portas\Comercial","16"
"Instrumentos Musicais\Instrumentos Musicais","16"
"Portas e janelas\portas\Door Ironmongery","16"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\DecaBIM\Resolve\3 Storage","16"
"Parafusos","16"
"Libraries\US Metric\Pipe\Fittings\Malleable Iron\Class 150\Threaded","16"
"Libraries\US Metric\Pipe\Accessories","16"
"Marcas de elevação","16"
"Imperial Library\Annotations\Structural","16"
"Imperial Library\Imperial Library\Annotations\Structural","16"
"Mesas de Jogos\Jogos de Mesa","16"
"Mobiliário\COMPONENTES DE GABINETE","16"
"Mobiliário\Sala de Estar\Cadeiras","16"
"Banheiro\Inodoros\Clase 5 Highline","16"
"Cozinha\Eletronicos","16"
"Banheiro\G) LAVAVOS","16"
"Elementos de Arquitetura\Cobertura\COBERTURA E MADEIRAMENTO\SANCAS","16"
"Dispositivos de telefonia","16"
"FAMILIAS do SOBRADO\portas\Comercial","16"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\EMT","16"
"PERFIL\Perfis\Paredes","16"
"Humanos e Animais\Humanos","16"
"Mictorio","16"
"Variados\BIBLIOTECA BLOCKS REVIT\PLOMBERIA-ARTEF SANIT\SHOWER-DUCHAS","16"
"EQUIPAM. EXTERIOR\TOLDOS-SILLAS-BARBECUE","16"
"EST - Fundações estruturais","16"
"FABRICANTES\Docol\Area de Servico e Externa\Torneiras","16"
"Arquitetura\04 - Mobiliário\Bancos","16"
"Sustentabilidade\Projeto sustentável","16"
"Quadras1","16"
"Tubulação\Tubulações\Esgoto\Ralos","16"
"Luminarias\Lighting Fixtures","15"
"Libraries\US Metric\Structural Trusses","15"
"Libraries\US Metric\Structural Foundations","15"
"Libraries\US Metric\Railings\Balusters","15"
"Iluminação\LUMINÁRIAS\luminaria de chao","15"
"Paisagismo\Vaso","15"
"Portas e janelas\Door Ironmongery","15"
"Imperial Library\Annotations\Architectural","15"
"Portas e janelas\Enrolar","15"
"PLOMBERIA-ARTEF SANIT\SHOWER-DUCHAS","15"
"Portas e janelas\Específico do Brasil\Maçaneta de porta","15"
"Componente de Detalhe\Div 05-Metais\05400-Estrutura metálica formada a frio","15"
"Imperial Library\Detail Components\Div 05-Metals\054000-Cold-Formed Metal Framing","15"
"Libraries\US Metric\Detail Items\Div 05-Metals\05400-Cold-Formed Metal Framing","15"
"Imperial Library\Imperial Library\Annotations\Architectural","15"
"Imperial Library\Imperial Library\Detail Components\Div 05-Metals\054000-Cold-Formed Metal Framing","15"
"Libraries\Brazil\Tubulação\Conexões\Ferro maleável\Classe 150\Rosqueado","15"
"Libraries\Brazil\Treliças estruturais","15"
"TV\TV'S","15"
"Máquina de lavar","15"
"Meios de transportes\Meios de transporte\Terrestre","15"
"Arquitetura\09 - Área Externa\Lixeiras","15"
"PERFIL","15"
"PERFIL\Perfis\Estrutura\Aço\AISC 14.1","15"
"PERFIL\Perfis\Estrutura\Aço\AISC 15.0","15"
"FAMILIAS do SOBRADO\Fundações estruturais","15"
"Elementos de Arquitetura\Cobertura\Telhados\Treliças Estruturais","15"
"FAMILIAS do SOBRADO\Pilares estruturais\Aço\AISC 14.1","15"
"FAMILIAS do SOBRADO\plantas","15"
"FAMILIAS do SOBRADO\Treliças estruturais","15"
"FAMILIAS do SOBRADO\Vigas estruturais\Aço\AISC 14.1","15"
"Framing estrutural\Aço\AISC 14.1","15"
"Framing estrutural\Aço\AISC 15.0","15"
"SIGNAGE\SIGN","15"
"Fundações estruturais","15"
"Guarda roupas\GUARDA-ROUPAS","15"
"Hidráulico\Biblioteca Deca BIM Revit\Basicos\Complementos","15"
"Banheiro\Inodoros\Variation","15"
"Metric Library\Annotations\Symbols\89 Entourage\89-2 Vehicles","15"
"Metric Library\Annotations\Symbols\77 Electrical symbols","15"
"Metric Library\Annotations\Plumbing Symbols","15"
"Mesas\Escritório\Apoio","15"
"Pilares estruturais\Aço\AISC 14.1","15"
"Pilares estruturais\Aço\AISC 15.0","15"
"Meios de transportes\Ônibus","15"
"Marcas de corte","15"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Monocomandos","15"
"Banheiro\Banheiro\Torneiras","15"
"Janelas\Guilhotina","15"
"Portas e janelas\Simples","15"
"Incendio\Fire Protection","15"
"Equipamento Especial\Residencial\Tamanho mediano","15"
"Imperial Library\Mass","15"
"Libraries\Brazil\Fundações estruturais","15"
"Libraries\Brazil\Corrimãos\Balaústres","15"
"Corrimãos\Balaústres","15"
"Imperial Library\Imperial Library\Mass","15"
"FABRICANTES\Fortlev\conexoes\esgoto","15"
"Cozinha\D) FREGADEROS","15"
"Libraries\Brazil\Itens de detalhe\Div 05-Metais\05400-Estrutura metálica formada a frio","15"
"Vegetação\Vaso","15"
"Itens de detalhe\Metais\Estrutura metálica formada a frio","15"
"Libraries\Brazil\Bandeja de cabo\Conexões","14"
"Metric Library\Annotations\Heating Symbols\Pipe Fittings","14"
"Componente de Detalhe\Div 09-Acabamentos\09600-Piso\09680-Carpete","14"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Uso Profissional\Linha Conforto\Barras A+o Inox","14"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Sky","14"
"Terreno\Logística","14"
"Piscina\Piscinas 3","14"
"Toldo\Toldos","14"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação","14"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\DecaBIM\Locale\1 Desking","14"
"Libraries\US Metric\Structural Connections\Mounting Parts\Rebend Connection","14"
"Libraries\US Metric\Structural Connections\Mounting Parts\Anchor Bolts","14"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Link","14"
"Imperial Library\Imperial Library\Detail Components\Div 09-Finishes\096000-Flooring\096800-Carpeting","14"
"Mobiliário\Bancos","14"
"Mobiliário\Assento","14"
"PADARIA","14"
"Extremidades de nível","14"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 09-Acabamentos\09600-Piso\09680-Carpete","14"
"Eletrônicos","14"
"Arquitetura\02 - Cozinha\Geladeiras e Freezers","14"
"Instalações\Equipamento mecânico\Mecânica\Arquitetura\Equipamentos Mecanico","14"
"FAMILIAS do SOBRADO\Terreno\Serviços públicos","14"
"Itens de detalhe\Acabamentos\Piso\Carpete","14"
"Foundations","14"
"Sustentabilidade","14"
"Banheiro\Diversos","14"
"Arquitetura\04 - Mobiliário\Mesas\Mesas de Jantar","14"
"Itens de detalhe\Madeira e plástico\Materiais e métodos plástico básicos\Cavilhamento mad e plást","14"
"Obra ou Construção\obras\Canteiro de Obras","14"
"N°8\Portas_de_entrada","14"
"Mobiliário\Sofás","14"
"Estrutural\Treliças","14"
"Mobiliário\COZINHA\CUBAS","14"
"Estrutural\Estrutura - Vigas","14"
"Hidráulico\Hidráulica\Arquitetura\Peças\Banheiros\Específico do Brasil","14"
"Itens de detalhe\Madeira e plástico\Madeiramento arquitetônico\Alisar vertical e horizontal","14"
"Libraries\US Metric\Specialty Equipment\Domestic","14"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Unic","14"
"Libraries\Brazil\Equipamento Especial\Residencial","14"
